SL.NO,All India Rank,Course Code,Name of the College Allotted.,Course Name,Allotted Category,Course_fees,Status,Exam year,Counselling Type,State,Round,District
1048,17812,M27PC4,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.D. General Medicine,GMPH,2875650.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1049,17879,M05GB2,"Mandya Institute of Medical Sciences ,District Hospital,Mandya",M.D. Pathology,3AG,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
1050,17911,M16GD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1051,17912,M17GD1,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1052,17942,M52GD1,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.S. Opthalamology,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1053,17973,M14QC3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Paediatrics,MNG,8015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1054,17983,M16PD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1055,17987,M08GD6,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.S. Obstetrics and Gynecology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
1056,17993,M14PD3,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Orthopedics,GMPH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1057,18032,M15PC4,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. General Medicine,GMP,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1058,18034,M19PD3,"K.Venkataramana Gowda Medical College and Hospital ,Kurunjibag,Dakshina Kannada,Sullia",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dakshina Kannada
1059,18054,M24PC4,"Al-Ameen Medical College ,Athani Road,Bijapur",M.D. General Medicine,MM,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,bijapur
1060,18056,M03GD3,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Orthopedics,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1061,18083,M58PC4,"Kanachur Institute of Medical Science and Research Centre,Mangalore",M.D. General Medicine,MM,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1062,18094,M53PC7,"The Oxford Medical College Hospital and Research Center,Bangalore",M.D. Respiratory Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1063,18100,M14QD6,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Obstetrics and Gynecology,MNG,8015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1064,18103,M14GD5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1065,18120,M17GD4,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1066,18127,M38GB3,"ESI Medical College ,Bangalore",M.D. Microbiology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1067,18154,M27GD5,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1068,18169,M27PD6,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. Obstetrics and Gynecology,OPN,2875050.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1069,18170,M14PD4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Anaesthesia,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1070,18186,M22GD4,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bagalkot
1071,18228,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1072,18231,M17GD2,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. ENT,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1073,18246,M15PC3,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Paediatrics,OPN,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1074,18263,M24GD5,"Al-Ameen Medical College ,Athani Road,Bijapur",M.S. General Surgery,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,bijapur
1075,18264,M08GB2,"Shimoga Institute of Medical Sciences ,Sagar Road,Shimoga",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
1076,18268,M43GC5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Radio Diagnosis,SCG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1077,18329,M15PC1,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Dermatology,OPN,6540750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1078,18330,M16PD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1079,18357,M31GC6,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Psychiatry,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1080,18404,M20PD5,"Dr. B.R. Ambedkar Medical College ,Kadugondanahalli,Bangalore",M.S. General Surgery,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1081,18440,M52PC4,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.D. General Medicine,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1082,18476,M15PC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,GMP,5540750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1083,18481,M14GD5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. General Surgery,1G,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1084,18493,M43GD5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. General Surgery,3BG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1085,18525,M21PD3,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1086,18530,M14PD2,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. ENT,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1087,18565,M27PD6,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. Obstetrics and Gynecology,GMP,2875050.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1088,18600,M25PD4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. Anaesthesia,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1089,18609,M48PD4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. Anaesthesia,RC3,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1090,18655,M02GD4,"Mysore Medical College and Research Institute,Irvin Road,Mysore",M.D. Anaesthesia,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mysore
1091,18656,M23PD6,"Sri Basaveshwara Medical College and Hospital ,NH-4, S.J.M Campus,Chitradurga",M.S. Obstetrics and Gynecology,GMPH,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Chitradurga
1092,18705,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1093,18721,M64GB2,"Shri Atal Bihari Vajpayee Institute of Medical Science,Bangalore",M.D. Pathology,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1094,18724,M01GB5,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Forensic Medicine,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1095,18767,M03GD6,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.S. Obstetrics and Gynecology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1096,18795,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1097,18829,M14PD4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Anaesthesia,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1098,18834,M43PC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,OPN,6241500.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1099,18845,M28PC5,"M.V.J.Medical College and Research Hospital ,30th KM, NH 4,Hoskote,Channasandra, Bangalore",M.D. Radio Diagnosis,MA,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1100,18871,M17GC1,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. Dermatology,2BH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1101,18902,M01GD6,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.S. Obstetrics and Gynecology,SCH,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1102,18903,M48PC4,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.D. General Medicine,RC2,1240775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1103,18918,M22GD5,"S. Nijalingappa Medical College and Research Centre ,B.V.V. Sanga,Navanagara,Bagalkot",M.S. General Surgery,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bagalkot
1104,18934,M16PD3,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1105,18942,M03GB2,"Karnataka Institute of Medical Sciences ,Hubli, Dharwad",M.D. Pathology,2AG,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1106,18977,M21GD5,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1107,18984,M17PD5,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1108,19011,M25PC4,"Father Muller Institute of Med. Education and Research ,Father Muller Road,Kankanady,Mangalore",M.D. General Medicine,MC,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1109,19016,M26GC4,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. General Medicine,SCG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1110,19017,M17GD4,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.D. Anaesthesia,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1111,19023,M14PD2,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. ENT,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1112,19042,M53GD3,"The Oxford Medical College Hospital and Research Center,Bangalore",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1113,19049,M17PD5,"Mahadevappa Rampure Medical College ,M R Marga,Gulbarga",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Gulbarga
1114,19183,M43GD3,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. Orthopedics,3BG,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1115,19204,M16GD5,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. General Surgery,2AH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1116,19249,M43GD4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Anaesthesia,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1117,19312,M14PD1,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.S. Opthalamology,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1118,19374,M14PD4,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Anaesthesia,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1119,19378,M14QC5,"Jaya Jagadguru Murugharajendra Medical College ,Davangere",M.D. Radio Diagnosis,MNG,10015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1120,19404,M46PD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1121,19432,M18PC4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. General Medicine,OPN,4015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
1122,19456,M16GD4,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.D. Anaesthesia,3BG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1123,19511,M01GD4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Anaesthesia,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1124,19521,M47PC3,"Srinivas Institute of Medical Science and Research Centre,Shrinivasanagara,Mukka, Surathkal,Mangalore",M.D. Paediatrics,OPN,4540750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1125,19598,M46GD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1126,19602,M31PD5,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.S. General Surgery,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1127,19616,M26PD3,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. Orthopedics,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1128,19617,M59GD4,"Subbaiah Institute of Medical Science,Shimoga",M.D. Anaesthesia,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
1129,19621,M46PD3,"B G S Global Institute of Medical Sciences,Bangalore",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1130,19631,M59PC4,"Subbaiah Institute of Medical Science,Shimoga",M.D. General Medicine,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
1131,19650,M18GD4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. Anaesthesia,2AG,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
1132,19664,M30GD3,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.S. Orthopedics,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Raichur
1133,19672,M62GD6,"Chamarajanagar Institute of Medical Sciences, Chamarajanagar",M.S. Obstetrics and Gynecology,SCG,124150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Chamarajanagar
1134,19714,M46PD5,"B G S Global Institute of Medical Sciences,Bangalore",M.S. General Surgery,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1135,19727,M43GC6,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. Psychiatry,GM,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1136,19766,M47PD6,"Srinivas Institute of Medical Science and Research Centre,Shrinivasanagara,Mukka, Surathkal,Mangalore",M.S. Obstetrics and Gynecology,OPN,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1137,19772,M27PD5,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. General Surgery,OPN,2325250.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1138,19789,M30GD5,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.S. General Surgery,GMH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Raichur
1139,19802,M48PD5,"St. Johns Medical College,Johnnagar, Sarjapur Road,Bangalore",M.S. General Surgery,RC3,1205775.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1140,19849,M26GC5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.D. Radio Diagnosis,SCH,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1141,19853,M52GC9,"Akash Institute of Medical Sciences and Research Centre,Bangalore",M.D Emergency Medicine,GM,783858.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1142,19866,M21PD1,"Shymanuru Shivashankarappa Institute Of Medical Sciences ,NH-4 Bypass Road,Davangere",M.S. Opthalamology,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Davangere
1143,19886,M43GD5,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.S. General Surgery,GMH,809608.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1144,19938,M59QC3,"Subbaiah Institute of Medical Science,Shimoga",M.D. Paediatrics,MNG,8015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Shimoga
1145,19975,M30PD3,"Navodaya Medical College ,PB No.26,Navodaya Nagar,Raichur",M.S. Orthopedics,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Raichur
1146,19983,M43PC4,"Sapthagiri Institute of Medical Sciences ,Bangalore",M.D. General Medicine,OPN,6241500.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1147,20005,M18PD6,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.S. Obstetrics and Gynecology,OPN,4015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
1148,20019,M63PC7,"East Point College of Medical Science and Research Center, Bangalore",M.D. Respiratory Medicine,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1149,20025,M31PC3,"A.J.Institute of Medical Sciences ,NH 17, Kuntikana,Mangalore",M.D. Paediatrics,MU,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mangalore
1150,20030,M18PD6,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.S. Obstetrics and Gynecology,OPN,4015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
1151,20052,M27PD5,"Sri Dharmasthala Manjunatheshwara Medical college ,Manjushree Nagar,Sattur,Dharwad (P)",M.S. General Surgery,GMP,2325250.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Dharwad
1152,20073,M46PD1,"B G S Global Institute of Medical Sciences,Bangalore",M.S. Opthalamology,OPN,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1153,20088,M15PD6,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.S. Obstetrics and Gynecology,OPN,5040750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1154,20099,M01GB4,"Bangalore Medical College and Research Institute ,Fort, K.R Road,Bangalore",M.D. Community Medicine,GM,69150.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1155,20144,M18PC4,"Adichunchanagiri Institute of Medical Sciences ,B.G Nagar,Nagamangal Tq,Bellur, Mandya Dist. (P)",M.D. General Medicine,OPN,4015750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Mandya
1156,20154,M15PC5,"M.S.Ramaiah Medical College ,MSR Nagar, MSRIT Post,Mathikere,Bangalore",M.D. Radio Diagnosis,GMP,5540750.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1157,20158,M16PD2,"Kempegowda Institute of Medical Sciences ,B.S.K II Stage,Bangalore",M.S. ENT,GMP,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
1158,20195,M26PD5,"Vydehi Institute of Medical Science and Research Centre ,No. 82,EPIP Area, Nallurahalli,Mahadevpura, White Field Road,Bangalore",M.S. General Surgery,ME,1388744.0,Allotted,2024,State Cousnselling,Karnataka,Round 1,Bangalore
